109,conta_pagar_view,Visualiza conta a pagar,web,2024-07-24 15:43:04,2024-07-24 15:43:04
110,conta_pagar_create,Cria conta a pagar,web,2024-07-24 15:43:04,2024-07-24 15:43:04
111,conta_pagar_edit,Edita conta a pagar,web,2024-07-24 15:43:04,2024-07-24 15:43:04
112,conta_pagar_delete,Deleta conta a pagar,web,2024-07-24 15:43:04,2024-07-24 15:43:04
113,conta_receber_view,Visualiza conta a receber,web,2024-07-24 15:43:04,2024-07-24 15:43:04
114,conta_receber_create,Cria conta a receber,web,2024-07-24 15:43:04,2024-07-24 15:43:04
115,conta_receber_edit,Edita conta a receber,web,2024-07-24 15:43:04,2024-07-24 15:43:04
116,conta_receber_delete,Deleta conta a receber,web,2024-07-24 15:43:04,2024-07-24 15:43:04
117,cardapio_view,Visualiza cárdapio,web,2024-07-24 15:43:04,2024-07-24 15:43:04
118,controle_acesso_view,Visualiza controle de acesso,web,2024-07-24 15:43:04,2024-07-24 15:43:04
119,controle_acesso_create,Cria controle de acesso,web,2024-07-24 15:43:04,2024-07-24 15:43:04
120,controle_acesso_edit,Edita controle de acesso,web,2024-07-24 15:43:04,2024-07-24 15:43:04
121,controle_acesso_delete,Deleta controle de acesso,web,2024-07-24 15:43:04,2024-07-24 15:43:04
122,arquivos_xml_view,Visualiza arquivos xml,web,2024-07-24 15:43:04,2024-07-24 15:43:04
123,natureza_operacao_view,Visualiza natureza de operação,web,2024-07-24 15:43:04,2024-07-24 15:43:04
124,natureza_operacao_create,Cria natureza de operação,web,2024-07-24 15:43:04,2024-07-24 15:43:04
125,natureza_operacao_edit,Edita natureza de operação,web,2024-07-24 15:43:04,2024-07-24 15:43:04
126,natureza_operacao_delete,Deleta natureza de operação,web,2024-07-24 15:43:04,2024-07-24 15:43:04
127,emitente_view,Visualiza emitente,web,2024-07-24 15:43:04,2024-07-24 15:43:04
128,compras_view,Visualiza compras,web,2024-07-24 15:43:04,2024-07-24 15:43:04
129,compras_create,Cria compras,web,2024-07-24 15:43:04,2024-07-24 15:43:04
130,compras_edit,Edita compras,web,2024-07-24 15:43:04,2024-07-24 15:43:04
131,compras_delete,Deleta compras,web,2024-07-24 15:43:04,2024-07-24 15:43:04
132,manifesto_view,Visualiza manifesto compras,web,2024-07-24 15:43:04,2024-07-24 15:43:04
133,cotacao_view,Visualiza cotação,web,2024-07-24 15:43:04,2024-07-24 15:43:04
134,cotacao_create,Cria cotação,web,2024-07-24 15:43:04,2024-07-24 15:43:04
135,cotacao_edit,Edita cotação,web,2024-07-24 15:43:05,2024-07-24 15:43:05
136,cotacao_delete,Deleta cotação,web,2024-07-24 15:43:05,2024-07-24 15:43:05
137,devolucao_view,Visualiza devolução,web,2024-07-24 15:43:05,2024-07-24 15:43:05
138,devolucao_create,Cria devolução,web,2024-07-24 15:43:05,2024-07-24 15:43:05
